,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,2,5,1,1,2,5,3,2,3,1,2,1,3,2,5,4
layer_1,2,1,3,2,2,2,1,2,1,3,3,2,3,2,4,1
layer_2,2,4,1,3,4,2,2,4,4,4,2,3,2,3,3,4
layer_3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3
layer_4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
layer_5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2
layer_6,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
layer_7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_9,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
layer_10,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
layer_11,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_14,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3
layer_15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
layer_16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_18,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3
layer_19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_22,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3
layer_23,3,3,3,3,3,2,3,2,3,3,4,3,3,3,3,3
layer_24,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
layer_25,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
layer_26,3,3,3,3,3,3,3,3,3,4,2,3,4,3,3,3
layer_27,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
