,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.008836525,0.011782032,0.00736377,0.010309278,0.00736377,0.005891016,0.00736377,0.013254787,0.005891016,0.0044182623,0.0044182623,0.010309278,0.0044182623,0.010309278,0.01472754,0.008836525
1,0.011782032,0.011782032,0.00736377,0.005891016,0.005891016,0.001472754,0.002945508,0.005891016,0.0044182623,0.0044182623,0.0044182623,0.002945508,0.002945508,0.00736377,0.001472754,0.00736377
2,0.011782032,0.008836525,0.005891016,0.001472754,0.010309278,0.001472754,0.00736377,0.0044182623,0.00736377,0.0044182623,0.0044182623,0.005891016,0.002945508,0.001472754,0.005891016,0.0044182623
3,0.010309278,0.01472754,0.01472754,0.002945508,0.00736377,0.00736377,0.001472754,0.0044182623,0.0044182623,0.0044182623,0.0044182623,0.0044182623,0.0044182623,0.0044182623,0.00736377,0.002945508
4,0.011782032,0.013254787,0.013254787,0.005891016,0.00736377,0.00736377,0.019145804,0.0044182623,0.00736377,0.001472754,0.0044182623,0.002945508,0.00736377,0.002945508,0.008836525,0.008836525
5,0.011782032,0.010309278,0.016200295,0.008836525,0.00736377,0.0044182623,0.00736377,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
6,0.01767305,0.013254787,0.011782032,0.00736377,0.0044182623,0.005891016,0.011782032,0.0044182623,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
7,0.011782032,0.005891016,0.023564065,0.016200295,0.008836525,0.016200295,0.005891016,0.005891016,0.010309278,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
8,0.011782032,0.013254787,0.01472754,0.020618556,0.00736377,0.0044182623,0.005891016,0.002945508,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
9,0.010309278,0.008836525,0.0044182623,0.0044182623,0.008836525,0.005891016,0.005891016,0.00736377,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
10,0.011782032,0.013254787,0.0044182623,0.005891016,0.00736377,0.008836525,0.0044182623,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
11,0.016200295,0.010309278,0.00736377,0.010309278,0.0044182623,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
12,0.008836525,0.010309278,0.005891016,0.00736377,0.005891016,0.011782032,0.005891016,0.0044182623,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
13,0.010309278,0.011782032,0.005891016,0.00736377,0.00736377,0.0044182623,0.005891016,0.0044182623,0.005891016,0.005891016,0.00736377,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
14,0.008836525,0.008836525,0.005891016,0.013254787,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
15,0.011782032,0.011782032,0.005891016,0.010309278,0.00736377,0.005891016,0.01472754,0.00736377,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.00736377,0.005891016,0.005891016
16,0.013254787,0.008836525,0.00736377,0.005891016,0.005891016,0.008836525,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
17,0.01472754,0.013254787,0.016200295,0.011782032,0.005891016,0.005891016,0.00736377,0.013254787,0.00736377,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
18,0.011782032,0.010309278,0.013254787,0.002945508,0.00736377,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
19,0.008836525,0.011782032,0.016200295,0.005891016,0.005891016,0.010309278,0.011782032,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.00736377,0.005891016,0.005891016,0.005891016
20,0.01472754,0.008836525,0.008836525,0.00736377,0.008836525,0.005891016,0.005891016,0.0044182623,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016
21,0.016200295,0.011782032,0.005891016,0.005891016,0.005891016,0.010309278,0.008836525,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.005891016,0.002945508,0.005891016
22,0.01767305,0.010309278,0.016200295,0.005891016,0.013254787,0.011782032,0.0044182623,0.00736377,0.005891016,0.005891016,0.005891016,0.005891016,0.002945508,0.005891016,0.005891016,0.005891016
23,0.011782032,0.013254787,0.010309278,0.013254787,0.010309278,0.019145804,0.005891016,0.00736377,0.005891016,0.01472754,0.0044182623,0.00736377,0.0044182623,0.0044182623,0.0044182623,0.00736377
