,0,1,2,3,4,5,6,7,8,9,10,11
0,0.103690684,0.0,0.0,0.0017574693,0.0,0.0,0.0,0.06326889,0.0,0.0052724076,0.0,0.0
1,0.0,0.0052724076,0.0035149385,0.02460457,0.022847101,0.0,0.0,0.0,0.0,0.0017574693,0.0,0.0
2,0.0,0.0,0.0,0.0052724076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012302285
3,0.0,0.0,0.0,0.0,0.0,0.0017574693,0.0,0.0,0.0017574693,0.0,0.0035149385,0.065026365
4,0.0,0.09666081,0.0035149385,0.0017574693,0.0017574693,0.0,0.0,0.0,0.0017574693,0.0052724076,0.0,0.0
5,0.02460457,0.0,0.0,0.028119508,0.08611599,0.0017574693,0.0,0.15114236,0.035149384,0.02460457,0.0,0.0
6,0.010544815,0.24077329,0.012302285,0.045694202,0.0,0.0,0.019332161,0.0,0.045694202,0.0,0.25483304,0.012302285
7,0.0052724076,0.010544815,0.02460457,0.056239016,0.033391915,0.0017574693,0.014059754,0.06326889,0.19156414,0.0,0.08084358,0.2794376
8,0.23901582,0.06678383,0.04042179,0.28295255,0.0,0.0,0.15992971,0.33743408,0.19156414,0.0,0.014059754,0.08963093
9,0.0052724076,0.017574692,0.014059754,0.045694202,0.008787346,0.0,0.10193322,0.0052724076,0.14235501,0.0,0.0,0.061511423
10,0.007029877,0.0,0.0,0.0035149385,0.033391915,0.21441124,0.02108963,0.17750439,0.010544815,0.028119508,0.0052724076,0.0017574693
11,0.015817223,0.007029877,0.0,0.0,0.18277681,0.14059754,0.0017574693,0.035149384,0.012302285,0.028119508,0.04042179,0.033391915
